scheme_id,scheme_name,education_level,education_stream,level,state,department,category,gender,caste_category,min_age,max_age,max_income,min_marks,description,benefits,eligibility_criteria,income_missing
SCH0301,Adi Dravidar and Tribal Welfare Department-Incentive/Award of Prizes,Senior Secondary,Education,State,Tamil Nadu,All,Education & Learning,Female,All,5,99,250000.0,0,"The scheme “Adi Dravidar and Tribal Welfare Department-Incentive/Award of Prizes” by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, provides district-level prizes to students based on their performance in the 10th and 12th standard examinations. The incentives are given to one Boy and one Girl each from Adi Dravidar/ Tribal/ Adi Dravidar Converted to Christianity who have secured the highest mark.","10+2 Examination: ₹3,000/-. 10th Std. First Prize: ₹1,000/-. 10th Std. Second Prize: ₹5,00/-. 10th Std. Third Prize: ₹3,00/-.",Education level: 11th-12th,1
SCH0302,Adi Dravidar and Tribal Welfare Department: Incentive/Award of Prizes-For Each Subjects,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,250000.0,0,"The scheme “Adi Dravidar and Tribal Welfare Department: Incentive/Award of Prizes-For Each Subjects” by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, provides financial incentives to promote academic achievement among students from underprivileged communities. One Student each from Adi Dravidar/Tribal/Adi Dravider converted to Christianity for each subject is selected for the awards.","For plus 2 Examination: ₹2,000/-. For 10th Examination: ₹1,000/-.",Education level: 9th-10th,1
SCH0303,Adi Dravidar and Tribal Welfare Department: Scholarship-Free Education upto 12th Std. to All,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,250000.0,0,"The scheme “Adi Dravidar and Tribal Welfare Department: Scholarship-Free Education upto 12th Std. to All” by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, is designed to support students from Adi Dravidar, Tribal, and Adi Dravidar Converted to Christianity communities by offering free education up to the 12th standard. The tuition fees for eligible students are waived, and the government reimburses the amount, ensuring financial barriers do not hinder access to education.",Reimbursement: Full reimbursement of tuition fees for students up to the 12th standard.,Education level: 11th-12th,1
SCH0304,Adi Dravidar and Tribal Welfare Department: Scholarship-Public Examination Fee for 10th and 12th Std.,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,250000.0,0,"The scheme “Adi Dravidar and Tribal Welfare Department: Scholarship-Public Examination Fee for 10th and 12th Std.” by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, is designed to support students from the Adi Dravidar, Tribal, and Adi Dravidar Converted to Christianity communities. Under this scheme, the government reimburses the public examination fees for 10th and 12th-standard students directly to the Directorate of Government Examinations. There is no income limit for...",Reimbursement: Full reimbursement on Public Examination fee for 10th and 12th Std. students.,Education level: 11th-12th,1
SCH0305,Adi Dravidar and Tribal Welfare Department: Stationary-Text Books,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,250000.0,0,"The scheme “Adi Dravidar and Tribal Welfare Department: Stationary-Text Books” by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, is designed to support students from 1st to 12th standard who are enrolled in Adi Dravidar and Tribal welfare schools by offering them free textbooks. This initiative aims to ensure that no student is deprived of education due to a lack of study materials.",Textbooks: Free textbooks for students from 1st to 12th standard.,Education level: 11th-12th,1
SCH0307,Admission in Post Matric Hostel,Diploma,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,All,OBC,5,99,250000.0,0,"The scheme was launched on 1st January 1900, the ""Admission in Post Matric Hostel"" scheme by the Backward Classes and Minorities Welfare Department, Government of Madhya Pradesh provides free accommodation to backward class students who are eligible for the Post Matric Scholarship, studying in an educational institution near the hostel, and are not local residents.",Providing free accommodation for education to backward class students,Education level: Post-Matric,1
SCH0308,Admission of Adi Dravidar/Tribal Students in Plus One at Reputed Schools,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,100000.0,0,"The scheme “Admission of Adi Dravidar/Tribal Students in Plus One at Reputed Schools” introduced on 7th May, 2012 by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, aims to enhance the quality of education for Adi Dravidar and Tribal students. It selects the top 10 students from each district who secure the highest marks in Class X from government, municipal, or welfare schools and admits them to Plus One in reputed private schools. The scheme includes coverage of tuition and...","Admission Assistance: Free admission into reputed private schools for Plus One. Financial Coverage: ₹28,000/- per year, including boarding charges.",Education level: 9th-10th; Institution: Private Institution,0
SCH0313,Advocate Grant,All,Law,State,Kerala,All,"Education & Learning, Skills & Employment",All,OBC,5,99,100000.0,0,"The Scheme “Advocate Grant” was launched by the Backward Classes Development Department, Government of Kerala during the year 2012-13. Under the scheme, the grant will be provided to law graduates belonging to backward classes facing financial difficulties for starting practice as advocates. The scheme aims to ensure adequate representation of OBC’s in the judiciary.",1. The grant of ₹12000/- per year will be provided to law graduates who enrolled before the Bar Council. 2. The grant will be provided for 3 consecutive years.,Course: Law,0
SCH0321,Agriculture Academic Studies Scheme,Diploma,Engineering & Technology,State,Meghalaya,All,Education & Learning,All,SC/ST/OBC,5,99,250000.0,0,"The “Agriculture Academic Studies Scheme” is a State Plan Scheme, which is implemented by the Department of Agriculture & Farmers’ Welfare, Government of Meghalaya. The objective of the Scheme is to sponsor students for undergoing 4 years of Graduate/degree courses in Agriculture/Horticulture against State quota seats in different Agriculture Universities in the country.","Pattern of Assistance: Sponsorship of seats, book grants, and scholarships. Type of Assistance and Entitlement (If any): Monthly stipend @ ₹1,200/-. Book grant @₹1,200/- per academic year.","Course: Agriculture, All/General",1
SCH0330,Akanksha Scheme,Senior Secondary,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,All,ST,5,99,250000.0,0,"According to the plan of the Government of Madhya Pradesh, Tribal Affairs Department, the target is to provide coaching to the scheduled tribe students of the state for the preparation of national entrance examination (JEE, NEET / AIIMS, CLET) from reputed coaching institutes in division headquarters Bhopal, Indore, Jabalpur and Gwalior while studying in class 11th and 12th. In the first year 2018-19, along with studies in class 11th, 100 students will be coached for engineering, 50 for...","Coaching to the scheduled tribe students of the state for the preparation of national entrance examination (JEE, NEET / AIIMS, CLET) from reputed coaching institutes in division headquarters Bhopal, Indore, Jabalpur and Gwalior while studying in class 11th and 12th. 100 students will be coached for engineering, 50 for medical and 50 for class at each coaching center. In the coming year, continuous coaching facility will be available to the said sales in class 200th. Along with coaching, accommodation facility and teaching facility in class 11th and 12th","Education level: UG; Course: Engineering/Technology, Medical/Health, All/General",1
